complex_id,aptNm,umdNm,jibun,lat,lon,n_trades,mean_price_per_m2,excluUseAr,floor,building_age,MDD,CV,neighbor_price_level,neighbor_dist_km,neighbor_momentum_3m
207,전농우성,전농동,6,37.5772719673359,127.064958044841,264,831.0587378094496,78.9283712121212,7.867424242424242,33.0,0.5272610040263003,0.24319802944475813,934.1544484031003,0.31176314915005465,6.89171493894194
208,가우디캐슬,용두동,104-34,37.5773115907414,127.033125902564,71,918.0036910941266,26.11577464788733,8.56338028169014,6.0,0.19564812685480248,0.08432042683832221,1016.0196311306614,0.13396519586591266,10.933717835476564
212,한양아이클래스,용두동,112-8,37.5777193189866,127.031373071948,23,768.4238273715755,14.621304347826085,3.9130434782608696,11.0,0.2063492063492064,0.07007281518899161,1075.0961485159653,0.1536240036088275,20.329659536788093
213,동대문푸르지오시티(도시형생활주택),용두동,104-3,37.577770570406,127.032755692159,104,1270.9514844921052,29.24807692307693,13.567307692307692,9.0,0.40454925194832453,0.126076586221939,974.5906170918594,0.11276491062214754,14.959922605421895
214,동대문베네스트,용두동,100-5,37.577816917793,127.033588464641,17,1298.868764130101,18.571764705882355,18.176470588235293,5.0,0.3028024606971976,0.11963634775631979,939.8466165234664,0.13406720759216134,10.567046126591361
215,U-포그니,장안동,319-6,37.578029851709,127.073174398508,11,596.9068864617013,61.995000000000005,4.636363636363637,9.0,0.16518670979123792,0.11524825556098758,782.0003042789618,0.21693200367374296,-2.746456854910817
219,전농동신성미소지움,전농동,687,37.5783117738141,127.048527041801,102,1401.7812684010364,66.12487254901961,10.088235294117647,20.0,0.5343110449243637,0.17257174203282158,1550.3921930967804,0.3542452860958951,-1.834927491581606
220,두산베어스타워,용두동,138-41,37.5785297552589,127.032403154517,11,521.9485930663657,143.6609090909091,15.454545454545455,27.0,0.14811408739507811,0.14600072927696747,1124.391195377007,0.12809164085845617,5.304764151611829
222,청량리역롯데캐슬 SKY-L65,전농동,620-47,37.5788571390771,127.045136566595,44,2072.0058450293795,85.3893409090909,35.18181818181818,2.0,0.10716386974873969,0.08140626945141895,1401.2448167643063,0.3536828522384567,22.124186640815946
223,용두롯데캐슬리치,용두동,794,37.5791419092022,127.030991700968,47,1365.7082097971277,77.5052234042553,8.23404255319149,10.0,0.4256410217790602,0.16843645656275347,1157.5803955074869,0.20432207727606336,16.707736055013168
